epoch,loss
0,0.0009467388154007494
1,3.89957131119445e-05
2,1.2381225133140106e-05
3,9.23987045098329e-06
4,8.000523848750163e-06
5,7.554114290542202e-06
6,7.305967756110476e-06
7,6.943973858142272e-06
8,6.599763764825184e-06
9,6.295254479482537e-06
10,6.147072781459428e-06
11,6.063806267775362e-06
12,5.951962066319538e-06
13,5.838063316332409e-06
14,5.744165719079319e-06
15,5.647932084684726e-06
16,5.647932084684726e-06
17,5.647932084684726e-06
18,5.647932084684726e-06
19,5.647932084684726e-06
20,5.647932084684726e-06
21,5.647932084684726e-06
22,5.647932084684726e-06
23,5.647932084684726e-06
24,5.647932084684726e-06
25,5.647932084684726e-06
