epoch,loss
0,0.49818527698516846
1,0.4935000240802765
2,0.4922105073928833
3,0.49094104766845703
4,0.4897218942642212
5,0.48841729760169983
6,0.4874208867549896
7,0.4863259792327881
8,0.4850119948387146
9,0.4844762086868286
10,0.4836036264896393
11,0.4827057421207428
12,0.4822416603565216
13,0.48140472173690796
14,0.4805259704589844
15,0.4795529842376709
16,0.4784284234046936
17,0.4774383306503296
18,0.4766334891319275
19,0.4750180244445801
20,0.47360795736312866
21,0.47256192564964294
22,0.4713238477706909
23,0.4688565731048584
24,0.46724119782447815
25,0.46584296226501465
26,0.463808536529541
27,0.46094030141830444
28,0.4587222933769226
29,0.45318323373794556
30,0.4502873122692108
31,0.44335222244262695
32,0.4351459741592407
33,0.4166693091392517
34,0.3632475733757019
35,0.28738701343536377
36,0.23995505273342133
37,0.18536831438541412
38,0.1563401073217392
39,0.1305384486913681
40,0.1241806149482727
41,0.11938060820102692
42,0.11615663766860962
43,0.11128070950508118
44,0.10752392560243607
45,0.10306822508573532
46,0.09894150495529175
47,0.09615811705589294
48,0.09089783579111099
49,0.0874367207288742
50,0.08411885797977448
51,0.08135811984539032
52,0.07663293182849884
53,0.07380299270153046
54,0.07153870165348053
55,0.06685328483581543
56,0.05979827791452408
57,0.055298320949077606
58,0.04981018602848053
59,0.04431365057826042
60,0.037286221981048584
61,0.02826758287847042
62,0.021161139011383057
63,0.01677648536860943
64,0.01238168589770794
65,0.009597059339284897
66,0.007205492816865444
67,0.005655965767800808
68,0.004658861085772514
69,0.003852633759379387
70,0.0033462736755609512
71,0.0028396679554134607
72,0.0025064609944820404
73,0.0020517120137810707
74,0.0018257781630381942
75,0.0016281534917652607
76,0.0013916167663410306
77,0.0012071577366441488
78,0.001026711892336607
79,0.0009505900088697672
80,0.0008387831621803343
81,0.0007601622492074966
82,0.0006617805338464677
83,0.0006142766796983778
84,0.0005666990764439106
85,0.0005126161850057542
86,0.00046964906505309045
87,0.0004442775098141283
88,0.00040303292917087674
89,0.00036185039789415896
90,0.00032222550362348557
91,0.0002962773432955146
92,0.00027750834124162793
93,0.0002571259392425418
94,0.00024140247842296958
95,0.00023338885512202978
96,0.00021331491007003933
97,0.0002038935199379921
98,0.00019353478273842484
99,0.00018727955466601998
100,0.00016927295655477792
101,0.00015966765931807458
102,0.0001444188237655908
103,0.00014013794134370983
104,0.0001293042878387496
105,0.00012623736984096467
106,0.00011512153287185356
107,0.00011265026842011139
108,0.00010765170736704022
109,0.00010402473708381876
110,0.00010158486111322418
111,9.269015572499484e-05
112,9.042592864716426e-05
113,8.883155533112586e-05
114,8.308282122015953e-05
115,8.052126941038296e-05
116,7.837235170882195e-05
117,7.413469575112686e-05
118,7.200202526291832e-05
119,7.023596845101565e-05
120,6.692047463729978e-05
121,6.492026295745745e-05
122,6.363292777677998e-05
123,6.0842423408757895e-05
124,5.854385017300956e-05
125,5.740598862757906e-05
126,5.677722947439179e-05
127,5.506910747499205e-05
128,5.286970917950384e-05
129,5.16837571922224e-05
130,5.038036033511162e-05
131,4.691549838753417e-05
132,4.581251778290607e-05
133,4.523123425315134e-05
134,4.3113024730701e-05
135,4.132818503421731e-05
136,4.053979500895366e-05
137,3.8854614103911445e-05
138,3.78342010662891e-05
139,3.613277294789441e-05
140,3.54179683199618e-05
141,3.458759965724312e-05
142,3.281391764176078e-05
143,3.235226176911965e-05
144,3.193052907590754e-05
145,3.086787910433486e-05
146,3.0356402930920012e-05
147,3.016236405528616e-05
148,2.959174344141502e-05
149,2.8202462999615818e-05
150,2.78333573078271e-05
151,2.7549731385079212e-05
152,2.7000678528565913e-05
153,2.605627196317073e-05
154,2.5278483008150943e-05
155,2.485677759977989e-05
156,2.4347426005988382e-05
157,2.3727134248474613e-05
158,2.3241062081069686e-05
159,2.2699738110532053e-05
160,2.2299600459518842e-05
161,2.1851012206752785e-05
162,2.1655423552147113e-05
163,2.133454654540401e-05
164,2.1072122763143852e-05
165,2.0766578018083237e-05
166,2.049511567747686e-05
167,2.0198798665660433e-05
168,1.9910805349354632e-05
169,1.959884502866771e-05
170,1.927771882037632e-05
171,1.8964454284287058e-05
172,1.867040919023566e-05
173,1.8382248526904732e-05
174,1.8069435100187548e-05
175,1.775495729816612e-05
176,1.7443600881961174e-05
177,1.702694862615317e-05
178,1.6745632819947787e-05
179,1.6548874555155635e-05
180,1.6300185961881652e-05
181,1.6132476957864128e-05
182,1.596954643900972e-05
183,1.57680351549061e-05
184,1.5592957424814813e-05
185,1.543487815069966e-05
186,1.5092761714186054e-05
187,1.4787269719818141e-05
188,1.4485147403320298e-05
189,1.4300414477474988e-05
190,1.4102793102210853e-05
191,1.3870117072656285e-05
192,1.3704197044717148e-05
193,1.3433938875095919e-05
194,1.3181806934881024e-05
195,1.299622545047896e-05
196,1.2850317943957634e-05
197,1.262944260815857e-05
198,1.2354453247098718e-05
199,1.2199980119476095e-05
200,1.193365915241884e-05
201,1.170288032881217e-05
202,1.1560942766664084e-05
203,1.133151636167895e-05
204,1.1159137102367822e-05
205,1.0926081813522615e-05
206,1.0815383575391024e-05
207,1.0673217730072793e-05
208,1.050560240400955e-05
209,1.0342244422645308e-05
210,1.0114119504578412e-05
211,9.969514394470025e-06
212,9.742648217070382e-06
213,9.619952834327705e-06
214,9.513139957562089e-06
215,9.360793228552211e-06
216,9.229758688888978e-06
217,9.123004929278977e-06
218,8.957493264460936e-06
219,8.744046681385953e-06
220,8.655776582600083e-06
221,8.479072675982025e-06
222,8.398363206651993e-06
223,8.278432687802706e-06
224,8.157618140103295e-06
225,8.026696377783082e-06
226,7.94513471191749e-06
227,7.805808309058193e-06
228,7.676063432882074e-06
229,7.583871138194809e-06
230,7.467544037353946e-06
231,7.380121132882778e-06
232,7.29304747437709e-06
233,7.159959750424605e-06
234,7.043868663458852e-06
235,6.951385330467019e-06
236,6.931226835149573e-06
237,6.856232175778132e-06
238,6.775608198950067e-06
239,6.7263135861139745e-06
240,6.725560979248257e-06
241,6.645903795288177e-06
242,6.568318440258736e-06
243,6.502830729004927e-06
244,6.4450077843503095e-06
245,6.3798092924116645e-06
246,6.304067028395366e-06
247,6.237971319933422e-06
248,6.139197012089426e-06
249,6.081936589907855e-06
250,6.044796919013606e-06
251,5.942591997154523e-06
252,5.851505193277262e-06
253,5.812878043798264e-06
254,5.736754701501923e-06
255,5.628737653751159e-06
256,5.554186373046832e-06
257,5.522826086235e-06
258,5.454724032460945e-06
259,5.403979230322875e-06
260,5.34736318513751e-06
261,5.283258360577747e-06
262,5.278976004774449e-06
263,5.232775947661139e-06
264,5.169554697204148e-06
265,5.1488268582033925e-06
266,5.1479214562277775e-06
267,5.095418600831181e-06
268,5.050153049523942e-06
269,5.031386081100209e-06
270,4.992677531845402e-06
271,4.990594334230991e-06
272,4.990594334230991e-06
273,4.990594334230991e-06
