epoch,loss
0,2.665151441760827e-05
1,1.387436668665032e-06
2,1.9553459651433513e-07
3,9.031994352426409e-08
4,3.385218860785244e-08
5,3.385218860785244e-08
6,3.385218860785244e-08
7,3.385218860785244e-08
8,3.385218860785244e-08
9,3.385218860785244e-08
10,3.385218860785244e-08
11,3.385218860785244e-08
12,3.385218860785244e-08
13,3.385218860785244e-08
14,3.385218860785244e-08
15,3.385218860785244e-08
16,3.385218860785244e-08
17,3.385218860785244e-08
18,3.385218860785244e-08
19,3.385218860785244e-08
20,3.385218860785244e-08
21,3.385218860785244e-08
22,3.385218860785244e-08
23,3.385218860785244e-08
24,3.385218860785244e-08
25,3.385218860785244e-08
26,3.385218860785244e-08
27,3.385218860785244e-08
28,3.385218860785244e-08
29,3.385218860785244e-08
30,3.385218860785244e-08
31,3.385218860785244e-08
32,3.385218860785244e-08
33,3.385218860785244e-08
34,3.385218860785244e-08
35,3.385218860785244e-08
36,3.385218860785244e-08
37,3.385218860785244e-08
38,3.385218860785244e-08
39,3.385218860785244e-08
40,3.385218860785244e-08
41,3.385218860785244e-08
42,3.385218860785244e-08
43,3.385218860785244e-08
44,3.385218860785244e-08
45,3.385218860785244e-08
46,3.385218860785244e-08
47,3.385218860785244e-08
48,3.385218860785244e-08
49,3.385218860785244e-08
50,3.385218860785244e-08
51,3.385218860785244e-08
52,3.385218860785244e-08
53,3.385218860785244e-08
54,3.385218860785244e-08
55,3.385218860785244e-08
56,3.385218860785244e-08
57,3.385218860785244e-08
58,3.385218860785244e-08
59,3.385218860785244e-08
60,3.385218860785244e-08
61,3.385218860785244e-08
62,3.385218860785244e-08
63,3.385218860785244e-08
64,3.385218860785244e-08
65,3.385218860785244e-08
66,3.385218860785244e-08
67,3.385218860785244e-08
68,3.385218860785244e-08
69,3.385218860785244e-08
70,3.385218860785244e-08
71,3.385218860785244e-08
72,3.385218860785244e-08
73,3.385218860785244e-08
74,3.385218860785244e-08
75,3.385218860785244e-08
76,3.385218860785244e-08
77,3.385218860785244e-08
78,3.385218860785244e-08
79,3.385218860785244e-08
80,3.385218860785244e-08
81,3.385218860785244e-08
82,3.385218860785244e-08
83,3.385218860785244e-08
84,3.385218860785244e-08
85,3.385218860785244e-08
86,3.385218860785244e-08
87,3.385218860785244e-08
88,3.385218860785244e-08
89,3.385218860785244e-08
90,3.385218860785244e-08
91,3.385218860785244e-08
92,3.385218860785244e-08
93,3.385218860785244e-08
94,3.385218860785244e-08
95,3.385218860785244e-08
96,3.385218860785244e-08
97,3.385218860785244e-08
98,3.385218860785244e-08
99,3.385218860785244e-08
100,3.385218860785244e-08
101,3.385218860785244e-08
102,3.385218860785244e-08
103,3.385218860785244e-08
104,3.385218860785244e-08
