epoch,loss
0,0.3904227316379547
1,0.20970964431762695
2,0.0040223728865385056
3,0.0020549059845507145
4,0.00047153947525657713
5,0.00013337800919543952
6,0.00010683129221433774
7,6.912002572789788e-05
8,6.272262544371188e-05
9,2.722365388763137e-05
10,1.4444173757510725e-05
11,1.375280862703221e-05
12,1.1152861588925589e-05
13,9.197806321026292e-06
14,8.134631571010686e-06
15,7.05232150721713e-06
16,6.213196684257127e-06
17,5.721622528653825e-06
18,5.45583498023916e-06
19,5.229952876106836e-06
20,4.5708911784458905e-06
21,3.65515984412923e-06
22,3.5983921407023445e-06
23,3.4172542200394673e-06
24,3.397847194719361e-06
25,3.3971457469306188e-06
26,3.3971457469306188e-06
27,3.3971457469306188e-06
28,3.3971457469306188e-06
29,3.3971457469306188e-06
30,3.3971457469306188e-06
31,3.3971457469306188e-06
32,3.3971457469306188e-06
33,3.3971457469306188e-06
34,3.3971457469306188e-06
35,3.3971457469306188e-06
36,3.3971457469306188e-06
37,3.3971457469306188e-06
38,3.3971457469306188e-06
39,3.3971457469306188e-06
40,3.3971457469306188e-06
41,3.3971457469306188e-06
42,3.3971457469306188e-06
43,3.3971457469306188e-06
44,3.3971457469306188e-06
45,3.3971457469306188e-06
46,3.3971457469306188e-06
47,3.3971457469306188e-06
48,3.3971457469306188e-06
49,3.3971457469306188e-06
50,3.3971457469306188e-06
51,3.3971457469306188e-06
52,3.3971457469306188e-06
53,3.3971457469306188e-06
54,3.3971457469306188e-06
55,3.3971457469306188e-06
56,3.3971457469306188e-06
57,3.3971457469306188e-06
58,3.3971457469306188e-06
59,3.3971457469306188e-06
60,3.3971457469306188e-06
61,3.3971457469306188e-06
62,3.3971457469306188e-06
63,3.3971457469306188e-06
64,3.3971457469306188e-06
65,3.3971457469306188e-06
66,3.3971457469306188e-06
67,3.3971457469306188e-06
68,3.3971457469306188e-06
69,3.3971457469306188e-06
70,3.3971457469306188e-06
71,3.3971457469306188e-06
72,3.3971457469306188e-06
73,3.3971457469306188e-06
74,3.3971457469306188e-06
75,3.3971457469306188e-06
76,3.3971457469306188e-06
77,3.3971457469306188e-06
78,3.3971457469306188e-06
79,3.3971457469306188e-06
80,3.3971457469306188e-06
81,3.3971457469306188e-06
82,3.3971457469306188e-06
83,3.3971457469306188e-06
84,3.3971457469306188e-06
85,3.3971457469306188e-06
86,3.3971457469306188e-06
87,3.3971457469306188e-06
88,3.3971457469306188e-06
89,3.3971457469306188e-06
90,3.3971457469306188e-06
91,3.3971457469306188e-06
92,3.3971457469306188e-06
93,3.3971457469306188e-06
94,3.3971457469306188e-06
95,3.3971457469306188e-06
96,3.3971457469306188e-06
97,3.3971457469306188e-06
98,3.3971457469306188e-06
99,3.3971457469306188e-06
100,3.3971457469306188e-06
101,3.3971457469306188e-06
102,3.3971457469306188e-06
103,3.3971457469306188e-06
104,3.3971457469306188e-06
105,3.3971457469306188e-06
106,3.3971457469306188e-06
107,3.3971457469306188e-06
108,3.3971457469306188e-06
109,3.3971457469306188e-06
110,3.3971457469306188e-06
111,3.3971457469306188e-06
112,3.3971457469306188e-06
113,3.3971457469306188e-06
114,3.3971457469306188e-06
115,3.3971457469306188e-06
116,3.3971457469306188e-06
117,3.3971457469306188e-06
118,3.3971457469306188e-06
119,3.3971457469306188e-06
120,3.3971457469306188e-06
121,3.3971457469306188e-06
122,3.3971457469306188e-06
123,3.3971457469306188e-06
124,3.3971457469306188e-06
125,3.3971457469306188e-06
